Item Name,Category Name,SKU,HSN,Unit Name,Alert Quantity,Brand Name,Lot Number,Expire Date,Purchase Price,Tax Name,Tax Value,Tax Type,Sales Price,Opening Stock,Barcode,DISCOUNT TYPE,DISCOUNT
TADALIS-20,SEX   ENHANCCER,,,BOX,5,Brand 193,11,08-07-2019,1700,Tax 5%,5,Exclusive,2000,0,,,
WELL-KID BABY SYR,MULTIVITAMIN,,,BOX,5,Brand 194,11,09-07-2019,3700,Tax 5%,5,Exclusive,4200,17,,,
MAN UP,SEX   ENHANCCER,,,BOX,5,Brand 195,11,10-07-2019,200,Tax 5%,5,Exclusive,300,45,,,
SAMSU OIL,SEX   ENHANCCER,,,BOX,5,Brand 196,11,11-07-2019,900,Tax 5%,5,Exclusive,1000,93,,,
LYCOSET SYRUP,MULTIVITAMIN,,,BOX,5,Brand 197,11,12-07-2019,1600,Tax 5%,5,Exclusive,1800,0,,,
VIAGRA PFIZER WITH NO,SEX   ENHANCCER,,,BOX,5,Brand 198,11,13-07-2019,5500,Tax 5%,5,Exclusive,6000,7,,,
AFRAB-VITE DROP,MULTIVITAMIN,,,BOX,5,Brand 199,11,14-07-2019,300,Tax 5%,5,Exclusive,350,7,,,
CITRAMIN DROP,MULTIVITAMIN,,,BOX,5,Brand 200,11,15-07-2019,290,Tax 5%,5,Exclusive,300,24,,,
EMVIT-C DROP,MULTIVITAMIN,,,BOX,5,Brand 201,11,16-07-2019,300,Tax 5%,5,Exclusive,350,29,,,
VAM VIRA,SEX   ENHANCCER,,,BOX,5,Brand 202,11,17-07-2019,280,Tax 5%,5,Exclusive,400,32,,,
MULTIVITAMIN CAPSULE,MULTIVITAMIN,,,BOX,5,Brand 203,11,18-07-2019,170,Tax 5%,5,Exclusive,200,69.5,,,
REVIVE CAP,SEX   ENHANCCER,,,BOX,5,Brand 204,11,19-07-2019,5000,Tax 5%,5,Exclusive,500,-38,,,
JAWAVITE,MULTIVITAMIN,,,BOX,5,Brand 205,11,20-07-2019,0,Tax 5%,5,Exclusive,250,0,,,
EMBAGRA FORTE,SEX   ENHANCCER,,,BOX,5,Brand 206,11,21-07-2019,1400,Tax 5%,5,Exclusive,1800,9,,,
GRAND PENIS,SEX   ENHANCCER,,,BOX,5,Brand 207,11,22-07-2019,0,Tax 5%,5,Exclusive,1500,0,,,
AFRAB VITE SYRUP,MULTIVITAMIN,,,BOX,5,Brand 208,11,23-07-2019,0,Tax 5%,5,Exclusive,300,-2,,,
EMVITE SYR,MULTIVITAMIN,,,BOX,5,Brand 209,11,24-07-2019,330,Tax 5%,5,Exclusive,400,115,,,
MANIX,SEX   ENHANCCER,,,BOX,5,Brand 210,11,25-07-2019,1400,Tax 5%,5,Exclusive,1600,66,,,
CIALIS,SEX   ENHANCCER,,,BOX,5,Brand 211,11,26-07-2019,5000,Tax 5%,5,Exclusive,5500,2,,,
LA-TESEN SYR,ANTI-MALARIA,,,BOX,5,Brand 212,11,27-07-2019,0,Tax 5%,5,Exclusive,700,0,,,
TIGER KING,SEX   ENHANCCER,,,BOX,5,Brand 213,11,28-07-2019,0,Tax 5%,5,Exclusive,500,0,,,
EM-VIT-C SYR,MULTIVITAMIN,,,BOX,5,Brand 214,11,29-07-2019,300,Tax 5%,5,Exclusive,350,197,,,
MYCOTEN VAGINAL TABLETS,CREAMS AND LOTIONS,,,BOX,5,Brand 215,11,30-07-2019,1100,Tax 5%,5,Exclusive,1400,13,,,
CLOSE UP -B/S,MOUTH WASH,,,BOX,5,Brand 216,11,31-07-2019,420,Tax 5%,5,Exclusive,500,9,,,
CORD CLAMP,SURGICALS,,,BOX,5,Brand 217,11,01-08-2019,0,Tax 5%,5,Exclusive,50,11,,,
TETANUS ANTITOXIN 1500IU,ANTI-BIOTICS,,,BOX,5,Brand 218,11,02-08-2019,190,Tax 5%,5,Exclusive,300,-8,,,
FLEMING 1G,ANTI-BIOTICS,,,BOX,5,Brand 219,11,03-08-2019,2400,Tax 5%,5,Exclusive,2700,88,,,
FLAGYL 400MG(BRANDED),ANTI-BIOTICS,,,BOX,5,Brand 220,11,04-08-2019,200,Tax 5%,5,Exclusive,250,31,,,
TYDISIL CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 221,11,05-08-2019,1000,Tax 5%,5,Exclusive,1200,29,,,
SIMBCURE,ANTI-MALARIA,,,BOX,5,Brand 222,11,06-08-2019,0,Tax 5%,5,Exclusive,700,0,,,
LABET IV INJ,CARDIOVASCULAR,,,BOX,5,Brand 223,11,07-08-2019,0,Tax 5%,5,Exclusive,1000,15,,,
CIPTA,ANTI-BIOTICS,,,BOX,5,Brand 224,11,08-08-2019,550,Tax 5%,5,Exclusive,800,5,,,
NIMARTEM 80/480,ANTI-MALARIA,,,BOX,5,Brand 225,11,09-08-2019,0,Tax 5%,5,Exclusive,1200,0,,,
ARTHOCARE FORTE,ANTI INFLAMMATORY AGENTS,,,BOX,5,Brand 226,11,10-08-2019,3800,Tax 5%,5,Exclusive,4200,4,,,
DICLOFENAC GEL,CREAMS AND LOTIONS,,,BOX,5,Brand 227,11,11-08-2019,240,Tax 5%,5,Exclusive,400,0,,,
PALUTHER INJ,ANTI-MALARIA,,,BOX,5,Brand 228,11,12-08-2019,516.66667,Tax 5%,5,Exclusive,800,0,,,
POTASSIUM NITRATE,RARE,,,BOX,5,Brand 229,11,13-08-2019,0,Tax 5%,5,Exclusive,200,0,,,
ROVISTA -ROSUVASTATIN,LIPID LOWERING AGENT,,,BOX,5,Brand 230,11,14-08-2019,0,Tax 5%,5,Exclusive,2000,0,,,
APROVEL  300MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 231,11,15-08-2019,0,Tax 5%,5,Exclusive,3000,0,,,
REICHAMOX (AMOXICILLIN)500MG,ANTI-BIOTICS,,,BOX,5,Brand 232,11,16-08-2019,450,Tax 5%,5,Exclusive,500,2,,,
AMINODYN PLUS,MULTIVITAMIN,,,BOX,5,Brand 233,11,17-08-2019,108,Tax 5%,5,Exclusive,250,-1,,,
TUXIL D ADULT,COUGH & CATTARH SYRUP,,,BOX,5,Brand 234,11,18-08-2019,380,Tax 5%,5,Exclusive,400,21,,,
REVITAL C APS,MULTIVITAMIN,,,BOX,5,Brand 235,11,19-08-2019,343.33333,Tax 5%,5,Exclusive,500,-7,,,
PRENDOZ 75,RARE,,,BOX,5,Brand 236,11,20-08-2019,600,Tax 5%,5,Exclusive,1000,19,,,
CIPROGEM,ANTI-BIOTICS,,,BOX,5,Brand 237,11,21-08-2019,1300,Tax 5%,5,Exclusive,2000,2,,,
WELLMAN PROSTATE,MULTIVITAMIN,,,BOX,5,Brand 238,11,22-08-2019,0,Tax 5%,5,Exclusive,7500,1,,,
AVRO-C SYRUP,MULTIVITAMIN,,,BOX,5,Brand 239,11,23-08-2019,0,Tax 5%,5,Exclusive,250,0,,,
ARTESUNATE PLUS,ANTI-MALARIA,,,BOX,5,Brand 240,11,24-08-2019,1200,Tax 5%,5,Exclusive,1400,15.5,,,
KIFARU-100,SEX   ENHANCCER,,,BOX,5,Brand 241,11,25-08-2019,0,Tax 5%,5,Exclusive,300,0,,,
CITRAMIN SYRUP,MULTIVITAMIN,,,BOX,5,Brand 242,11,26-08-2019,300,Tax 5%,5,Exclusive,350,20,,,
CODISIN PLUS SUSP,ANTI-MALARIA,,,BOX,5,Brand 243,11,27-08-2019,450,Tax 5%,5,Exclusive,700,18,,,
VINAQUINE SYRUP,ANTI-MALARIA,,,BOX,5,Brand 244,11,28-08-2019,0,Tax 5%,5,Exclusive,250,0,,,
CHLOROQUINE SYR,ANTI-MALARIA,,,BOX,5,Brand 245,11,29-08-2019,270,Tax 5%,5,Exclusive,300,1,,,
MAXIQUINE SYR,ANTI-MALARIA,,,BOX,5,Brand 246,11,30-08-2019,250,Tax 5%,5,Exclusive,300,27,,,
SEVIQUINE SYR,ANTI-MALARIA,,,BOX,5,Brand 247,11,31-08-2019,200,Tax 5%,5,Exclusive,250,0,,,
LUMETEX SYR,ANTI-MALARIA,,,BOX,5,Brand 248,11,01-09-2019,0,Tax 5%,5,Exclusive,1000,0,,,
LIQUID QUININE SPC,ANTI-MALARIA,,,BOX,5,Brand 249,11,02-09-2019,600,Tax 5%,5,Exclusive,700,1,,,
NGC EXPECTORANT,COUGH & CATTARH SYRUP,,,BOX,5,Brand 250,11,03-09-2019,400,Tax 5%,5,Exclusive,500,24,,,
ESOCEE SYRUP,MULTIVITAMIN,,,BOX,5,Brand 251,11,04-09-2019,175,Tax 5%,5,Exclusive,250,0,,,
EM-B-PLEX SYRUP,MULTIVITAMIN,,,BOX,5,Brand 252,11,05-09-2019,300,Tax 5%,5,Exclusive,350,211,,,
COSAMID PLUS,ANTI INFLAMMATORY AGENTS,,,BOX,5,Brand 253,11,06-09-2019,450,Tax 5%,5,Exclusive,400,0,,,
OXYTOCIN INJ,HORMONAL,,,BOX,5,Brand 254,11,07-09-2019,100,Tax 5%,5,Exclusive,150,73,,,
RAMIPRIL 10MG (TEVA),ANTI-HYPERTENSIVE,,,BOX,5,Brand 255,11,08-09-2019,600,Tax 5%,5,Exclusive,800,21,,,
PANDA TAB,ANALGESIC,,,BOX,5,Brand 256,11,09-09-2019,23.75,Tax 5%,5,Exclusive,40,0,,,
SALBUTAMOL TABLETS,ANTI ASHMATICS,,,BOX,5,Brand 257,11,10-09-2019,900,Tax 5%,5,Exclusive,3.3,-89,,,
EXFORGE HCT 10/160/25MG,ANTI-HYPERTENSIVE,,,BOX,5,Brand 258,11,11-09-2019,2600,Tax 5%,5,Exclusive,3000,-17,,,
MCKOLL,CREAMS AND LOTIONS,,,BOX,5,Brand 259,11,12-09-2019,1200,Tax 5%,5,Exclusive,1400,4,,,
IVYCROM EYE,EYE /EAR DROPS,,,BOX,5,Brand 260,11,13-09-2019,950,Tax 5%,5,Exclusive,1000,10,,,
EFEMOLINE EYE DROP,EYE /EAR DROPS,,,BOX,5,Brand 261,11,14-09-2019,1450,Tax 5%,5,Exclusive,1800,1,,,
RANITIDINE 150MG,ANTI ULCERS,,,BOX,5,Brand 262,11,15-09-2019,300,Tax 5%,5,Exclusive,500,45,,,
SCALP VAIN (GREEN),SURGICALS,,,BOX,5,Brand 263,11,16-09-2019,3000,Tax 5%,5,Exclusive,50,109,,,
YELLOW  CANNULA,SURGICALS,,,BOX,5,Brand 264,11,17-09-2019,4000,Tax 5%,5,Exclusive,100,202,,,
RINGERS,SURGICALS,,,BOX,5,Brand 265,11,18-09-2019,1300,Tax 5%,5,Exclusive,700,-13,,,
G-GLUTAMIN,MULTIVITAMIN,,,BOX,5,Brand 266,11,19-09-2019,600,Tax 5%,5,Exclusive,1000,0,,,
NOSPAMIN DROP,ANTISPAMODIC AGENTS,,,BOX,5,Brand 267,11,20-09-2019,250,Tax 5%,5,Exclusive,300,21,,,
MARIPRIST,HORMONAL,,,BOX,5,Brand 268,11,21-09-2019,2500,Tax 5%,5,Exclusive,3000,22,,,
MYCOTEN VAGINAL CREAM,CREAMS AND LOTIONS,,,BOX,5,Brand 269,11,22-09-2019,1100,Tax 5%,5,Exclusive,1400,17,,,
CALCIMAX SUSP,MULTIVITAMIN,,,BOX,5,Brand 270,11,23-09-2019,240,Tax 5%,5,Exclusive,300,19,,,
AMLONG 10,ANTI-HYPERTENSIVE,,,BOX,5,Brand 271,11,24-09-2019,208.33333,Tax 5%,5,Exclusive,300,0,,,
SYCEPH - SB,ANTI-BIOTICS,,,BOX,5,Brand 272,11,25-09-2019,900,Tax 5%,5,Exclusive,1500,35,,,
AMATEM SOFT GEL,ANTI-MALARIA,,,BOX,5,Brand 273,11,26-09-2019,1500,Tax 5%,5,Exclusive,1700,346,,,
MALDOX TAB,ANTI-MALARIA,,,BOX,5,Brand 274,11,27-09-2019,320,Tax 5%,5,Exclusive,400,0,,,
RELUDRINE,ANTI-MALARIA,,,BOX,5,Brand 275,11,28-09-2019,400,Tax 5%,5,Exclusive,500,81,,,
COARTEM BY 12,ANTI-MALARIA,,,BOX,5,Brand 276,11,29-09-2019,600,Tax 5%,5,Exclusive,800,4,,,
LUTER 80/480,ANTI-MALARIA,,,BOX,5,Brand 277,11,30-09-2019,0,Tax 5%,5,Exclusive,850,0,,,
MACALUM,ANTI-MALARIA,,,BOX,5,Brand 278,11,01-10-2019,0,Tax 5%,5,Exclusive,250,0,,,
ARTEQUICK,ANTI-MALARIA,,,BOX,5,Brand 279,11,02-10-2019,1000,Tax 5%,5,Exclusive,1200,46,,,
LARIDOX,ANTI-MALARIA,,,BOX,5,Brand 280,11,03-10-2019,0,Tax 5%,5,Exclusive,150,0,,,
LARITIN,ANTI-MALARIA,,,BOX,5,Brand 281,11,04-10-2019,0,Tax 5%,5,Exclusive,350,0,,,
METAPRIM,ANTI-MALARIA,,,BOX,5,Brand 282,11,05-10-2019,0,Tax 5%,5,Exclusive,100,66,,,
LEVER ARTESUNATE,ANTI-MALARIA,,,BOX,5,Brand 283,11,06-10-2019,450,Tax 5%,5,Exclusive,600,0,,,
MAXIDAR,ANTI-MALARIA,,,BOX,5,Brand 284,11,07-10-2019,0,Tax 5%,5,Exclusive,200,0,,,
ASTYMIN CAPS,MULTIVITAMIN,,,BOX,5,Brand 285,11,08-10-2019,850,Tax 5%,5,Exclusive,1000,81,,,
GARLIC CAPS,MULTIVITAMIN,,,BOX,5,Brand 286,11,09-10-2019,100,Tax 5%,5,Exclusive,120,55,,,
ZAHA 500,ANTI-BIOTICS,,,BOX,5,Brand 287,11,10-10-2019,400,Tax 5%,5,Exclusive,1000,0,,,
ULTRATONE CAPS,MULTIVITAMIN,,,BOX,5,Brand 288,11,11-10-2019,0,Tax 5%,5,Exclusive,100,0,,,
CETROXOL 500MG,ANTI-BIOTICS,,,BOX,5,Brand 289,11,12-10-2019,1900,Tax 5%,5,Exclusive,2200,7,,,
POCCOZITH  250MG,ANTI-BIOTICS,,,BOX,5,Brand 290,11,13-10-2019,700,Tax 5%,5,Exclusive,1000,61,,,
CANNON EXTRA,ANALGESIC,,,BOX,5,Brand 291,11,14-10-2019,180,Tax 5%,5,Exclusive,250,83,,,
RAZITHRO 250,ANTI-BIOTICS,,,BOX,5,Brand 292,11,15-10-2019,0,Tax 5%,5,Exclusive,850,0,,,
TENEX,ANALGESIC,,,BOX,5,Brand 293,11,16-10-2019,0,Tax 5%,5,Exclusive,650,0,,,
OCEFIX 200MG,ANTI-BIOTICS,,,BOX,5,Brand 294,11,17-10-2019,1000,Tax 5%,5,Exclusive,1500,23,,,
OCEFIX 400MG,ANTI-BIOTICS,,,BOX,5,Brand 295,11,18-10-2019,1800,Tax 5%,5,Exclusive,2500,34,,,
GRIPE WATER SMALL 100ML,ANTI-MOTILITY,,,BOX,5,Brand 296,11,19-10-2019,500,Tax 5%,5,Exclusive,550,47,,,
CYPRI GOLD CAP,MULTIVITAMIN,,,BOX,5,Brand 297,11,20-10-2019,420,Tax 5%,5,Exclusive,500,14,,,
CYPRIVIT SMALL,MULTIVITAMIN,,,BOX,5,Brand 298,11,21-10-2019,250,Tax 5%,5,Exclusive,300,18,,,
AMOKSIKLAV 156.25 SUSP,ANTI-BIOTICS,,,BOX,5,Brand 299,11,22-10-2019,940,Tax 5%,5,Exclusive,1700,0,,,
AMOKSIKLAV 312.5 SUSP,ANTI-BIOTICS,,,BOX,5,Brand 300,11,23-10-2019,1650,Tax 5%,5,Exclusive,1800,1,,,
CYPRIVIT SYR  BIG,MULTIVITAMIN,,,BOX,5,Brand 301,11,24-10-2019,370,Tax 5%,5,Exclusive,400,14,,,
AMOKSAIKLAV 457 SUSP,ANTI-BIOTICS,,,BOX,5,Brand 302,11,25-10-2019,2000,Tax 5%,5,Exclusive,2400,0,,,
AUGMENTIN ES SUSP,ANTI-BIOTICS,,,BOX,5,Brand 303,11,26-10-2019,2722,Tax 5%,5,Exclusive,3500,-1,,,
NOMASAN SYR,ANALGESIC,,,BOX,5,Brand 304,11,27-10-2019,350,Tax 5%,5,Exclusive,400,24,,,
FLEMING 228 SUSP,ANTI-BIOTICS,,,BOX,5,Brand 305,11,28-10-2019,1300,Tax 5%,5,Exclusive,1500,-32,,,
BENTOTIT SYR,ANALGESIC,,,BOX,5,Brand 306,11,29-10-2019,170,Tax 5%,5,Exclusive,200,17,,,
BABYREX SYR,ANALGESIC,,,BOX,5,Brand 307,11,30-10-2019,280,Tax 5%,5,Exclusive,300,89,,,
SPORIDEX SUSP 250MG,ANTI-BIOTICS,,,BOX,5,Brand 308,11,31-10-2019,1500,Tax 5%,5,Exclusive,1700,14,,,
BONABABE  SYR,ANALGESIC,,,BOX,5,Brand 309,11,01-11-2019,250,Tax 5%,5,Exclusive,300,69,,,
PICCAN SYR,ANALGESIC,,,BOX,5,Brand 310,11,02-11-2019,7500,Tax 5%,5,Exclusive,9000,-5,,,
EMCILLIN SUSP,ANTI-BIOTICS,,,BOX,5,Brand 311,11,03-11-2019,0,Tax 5%,5,Exclusive,250,0,,,
GRIFULVIN SUSP,ANTI-BIOTICS,,,BOX,5,Brand 312,11,04-11-2019,0,Tax 5%,5,Exclusive,500,7,,,
FLUCAMED SUSP,ANTI-BIOTICS,,,BOX,5,Brand 313,11,05-11-2019,1100,Tax 5%,5,Exclusive,1300,20,,,
TUSSYLIN EXPECTORANT ADULT,COUGH & CATTARH SYRUP,,,BOX,5,Brand 314,11,06-11-2019,200,Tax 5%,5,Exclusive,300,2,,,
SHALTOUX TAB,COUGH & CATTARH SYRUP,,,BOX,5,Brand 315,11,07-11-2019,25,Tax 5%,5,Exclusive,30,297,,,
BEEHIVE BALSAM SYR,COUGH & CATTARH SYRUP,,,BOX,5,Brand 316,11,08-11-2019,1700,Tax 5%,5,Exclusive,1900,26,,,
KOFOL SYRUP,COUGH & CATTARH SYRUP,,,BOX,5,Brand 317,11,09-11-2019,0,Tax 5%,5,Exclusive,500,0,,,
CIDALIX SUSP,ANTI-BIOTICS,,,BOX,5,Brand 318,11,10-11-2019,0,Tax 5%,5,Exclusive,1000,0,,,
BUTROMAX SUSP,ANTI-BIOTICS,,,BOX,5,Brand 319,11,11-11-2019,0,Tax 5%,5,Exclusive,2650,0,,,
ZINNAT 500MG TAB,ANTI-BIOTICS,,,BOX,5,Brand 320,11,12-11-2019,7000,Tax 5%,5,Exclusive,7500,13,,,
MALVEN CEFUROXIME,ANTI-BIOTICS,,,BOX,5,Brand 321,11,13-11-2019,0,Tax 5%,5,Exclusive,1500,0,,,
FELXICAM,ANALGESIC,,,BOX,5,Brand 322,11,14-11-2019,250,Tax 5%,5,Exclusive,300,23,,,
AMOKSIKLAV 375MG TAB,ANTI-BIOTICS,,,BOX,5,Brand 323,11,15-11-2019,1150,Tax 5%,5,Exclusive,1650,0,,,
VOLTAREN RETARD,ANALGESIC,,,BOX,5,Brand 324,11,16-11-2019,1200,Tax 5%,5,Exclusive,1400,21,,,
LYCOSET CAPS,MULTIVITAMIN,,,BOX,5,Brand 325,11,17-11-2019,1000,Tax 5%,5,Exclusive,1200,29,,,
CLAVULIN 625MG,ANTI-BIOTICS,,,BOX,5,Brand 326,11,18-11-2019,1700,Tax 5%,5,Exclusive,2000,16,,,
FLEMING 625MG,ANTI-BIOTICS,,,BOX,5,Brand 327,11,19-11-2019,1800,Tax 5%,5,Exclusive,2000,88,,,
TUMOL EXTRA,ANALGESIC,,,BOX,5,Brand 328,11,20-11-2019,0,Tax 5%,5,Exclusive,100,0,,,
MECONERVE CAPS,MULTIVITAMIN,,,BOX,5,Brand 329,11,21-11-2019,1050,Tax 5%,5,Exclusive,1200,22,,,
BKB,ANALGESIC,,,BOX,5,Brand 330,11,22-11-2019,50,Tax 5%,5,Exclusive,70,170,,,
OSTRICO,ANALGESIC,,,BOX,5,Brand 331,11,23-11-2019,0,Tax 5%,5,Exclusive,100,-4,,,
NAT VIT E,MULTIVITAMIN,,,BOX,5,Brand 332,11,24-11-2019,0,Tax 5%,5,Exclusive,50,0,,,
AUGUMENTIN SR,ANTI-BIOTICS,,,BOX,5,Brand 333,11,25-11-2019,4579,Tax 5%,5,Exclusive,6500,0,,,
MOMENTO SYR,COUGH & CATTARH SYRUP,,,BOX,5,Brand 334,11,26-11-2019,0,Tax 5%,5,Exclusive,500,0,,,
ALLERGIN SYR,ANTI-HISTAMIN,,,BOX,5,Brand 335,11,27-11-2019,250,Tax 5%,5,Exclusive,300,62,,,
DUREX  FEELS CONDOM,CONDOMS,,,BOX,5,Brand 336,11,28-11-2019,500,Tax 5%,5,Exclusive,1000,40,,,
DUREX EXTRA SAFE,CONDOMS,,,BOX,5,Brand 337,11,29-11-2019,1000,Tax 5%,5,Exclusive,1200,31,,,
NOSPAMIN SYR,ANTISPAMODIC AGENTS,,,BOX,5,Brand 338,11,30-11-2019,0,Tax 5%,5,Exclusive,450,-1,,,
FIESTA CONDOM,CONDOMS,,,BOX,5,Brand 339,11,01-12-2019,300,Tax 5%,5,Exclusive,400,68,,,
FUNGUSOL POWDER,ANTI-FUNGAL,,,BOX,5,Brand 340,11,02-12-2019,400,Tax 5%,5,Exclusive,500,18,,,
FLEX CONDOM,CONDOMS,,,BOX,5,Brand 341,11,03-12-2019,250,Tax 5%,5,Exclusive,300,2,,,
GOLD CIRCLE,CONDOMS,,,BOX,5,Brand 342,11,04-12-2019,3000,Tax 5%,5,Exclusive,150,284,,,
FEMALE CONDOM,CONDOMS,,,BOX,5,Brand 343,11,05-12-2019,0,Tax 5%,5,Exclusive,100,-10,,,
FUNGUSOL PLUS LOTION,CREAMS AND LOTIONS,,,BOX,5,Brand 344,11,06-12-2019,450,Tax 5%,5,Exclusive,600,7,,,
FUNGUSOL LOTION,CREAMS AND LOTIONS,,,BOX,5,Brand 345,11,07-12-2019,420,Tax 5%,5,Exclusive,600,13,,,
WATE-ON,MULTIVITAMIN,,,BOX,5,Brand 346,11,08-12-2019,3200,Tax 5%,5,Exclusive,0,0,,,
ACCURATE,SERVICES,,,BOX,5,Brand 347,11,09-12-2019,1700,Tax 5%,5,Exclusive,100,592,,,
DR NELSON'S BLOOD TONIC,MULTIVITAMIN,,,BOX,5,Brand 348,11,10-12-2019,1200,Tax 5%,5,Exclusive,1300,2,,,
SALIN'S LINIMENT,RARE,,,BOX,5,Brand 349,11,11-12-2019,1100,Tax 5%,5,Exclusive,1200,20,,,
POST PILL,HORMONAL,,,BOX,5,Brand 350,11,12-12-2019,600,Tax 5%,5,Exclusive,800,2,,,
LIQUID PARRAFIN MOKO,PURGATIVES,,,BOX,5,Brand 351,11,13-12-2019,750,Tax 5%,5,Exclusive,850,27,,,
LACTULOSE SANDOZ,PURGATIVES,,,BOX,5,Brand 352,11,14-12-2019,2800,Tax 5%,5,Exclusive,3000,0,,,
MEN FORTE,SEX   ENHANCCER,,,BOX,5,Brand 353,11,15-12-2019,2850,Tax 5%,5,Exclusive,4000,0,,,
ENCEPHABOL SYR,RARE,,,BOX,5,Brand 354,11,16-12-2019,6400,Tax 5%,5,Exclusive,7200,5,,,
MIFEPAK,HORMONAL,,,BOX,5,Brand 355,11,17-12-2019,3000,Tax 5%,5,Exclusive,3500,10,,,
GYNAECOSID TAB,HORMONAL,,,BOX,5,Brand 356,11,18-12-2019,300,Tax 5%,5,Exclusive,500,30,,,
POSTINOR 2 GREEN COLOR,HORMONAL,,,BOX,5,Brand 357,11,19-12-2019,750,Tax 5%,5,Exclusive,800,46,,,
POSTER TAB,HORMONAL,,,BOX,5,Brand 358,11,20-12-2019,550,Tax 5%,5,Exclusive,600,26.2,,,
ENCEPHABOL TAB,RARE,,,BOX,5,Brand 359,11,21-12-2019,500,Tax 5%,5,Exclusive,700,1,,,
QUININE INJ,ANTI-MALARIA,,,BOX,5,Brand 360,11,22-12-2019,120,Tax 5%,5,Exclusive,150,289,,,
BIOSEA COD  SMALL,MULTIVITAMIN,,,BOX,5,Brand 361,11,23-12-2019,2000,Tax 5%,5,Exclusive,2500,14,,,
MIRAXIN SUSP,ANTI-BIOTICS,,,BOX,5,Brand 362,11,24-12-2019,900,Tax 5%,5,Exclusive,1500,0,,,
PROXIMEXA SUSP,ANTI-BIOTICS,,,BOX,5,Brand 363,11,25-12-2019,1080.9,Tax 5%,5,Exclusive,2000,9,,,
MIRAFIX SUSP,ANTI-BIOTICS,,,BOX,5,Brand 364,11,26-12-2019,800,Tax 5%,5,Exclusive,1200,0,,,
ORAXIN SYR,MULTIVITAMIN,,,BOX,5,Brand 365,11,27-12-2019,2300,Tax 5%,5,Exclusive,2700,19,,,
PEMCIPRO,ANTI-BIOTICS,,,BOX,5,Brand 366,11,28-12-2019,180,Tax 5%,5,Exclusive,600,0,,,
TRIANXIN-S,ANTI-BIOTICS,,,BOX,5,Brand 367,11,29-12-2019,550,Tax 5%,5,Exclusive,1000,0,,,
AUGMENTIN 228 SYR,ANTI-BIOTICS,,,BOX,5,Brand 368,11,30-12-2019,4000,Tax 5%,5,Exclusive,4200,-19,,,
RHINATHIOL ADULT,COUGH & CATTARH SYRUP,,,BOX,5,Brand 369,11,31-12-2019,1550,Tax 5%,5,Exclusive,1800,3,,,
RHINATHIOL CHILDREN,COUGH & CATTARH SYRUP,,,BOX,5,Brand 370,11,01-01-2020,1550,Tax 5%,5,Exclusive,1800,-1,,,
LONART DS,ANTI-MALARIA,,,BOX,5,Brand 371,11,02-01-2020,1700,Tax 5%,5,Exclusive,1800,142,,,
BRONKOVENT,COUGH & CATTARH SYRUP,,,BOX,5,Brand 372,11,03-01-2020,0,Tax 5%,5,Exclusive,600,0,,,
SINUFED SYR,COUGH & CATTARH SYRUP,,,BOX,5,Brand 373,11,04-01-2020,550,Tax 5%,5,Exclusive,600,41,,,
NOVALYN INFANTS,COUGH & CATTARH SYRUP,,,BOX,5,Brand 374,11,05-01-2020,350,Tax 5%,5,Exclusive,400,15,,,
COFEX SYR,COUGH & CATTARH SYRUP,,,BOX,5,Brand 375,11,06-01-2020,300,Tax 5%,5,Exclusive,350,3,,,
LONART SUSP,ANTI-MALARIA,,,BOX,5,Brand 376,11,07-01-2020,1400,Tax 5%,5,Exclusive,1800,48,,,
RUZU BLACK LIQ,HERBAL,,,BOX,5,Brand 377,11,08-01-2020,4000,Tax 5%,5,Exclusive,5000,0,,,
LONART BY 24,ANTI-MALARIA,,,BOX,5,Brand 378,11,09-01-2020,600,Tax 5%,5,Exclusive,700,47,,,
NOVALYN LINCTUS,COUGH & CATTARH SYRUP,,,BOX,5,Brand 379,11,10-01-2020,400,Tax 5%,5,Exclusive,500,8,,,
D-KOFF SYR,COUGH & CATTARH SYRUP,,,BOX,5,Brand 380,11,11-01-2020,400,Tax 5%,5,Exclusive,500,92,,,
RUZU BITTERS SMALL,HERBAL,,,BOX,5,Brand 381,11,12-01-2020,1500,Tax 5%,5,Exclusive,1700,16,,,
NISE PLUS SYR,COUGH & CATTARH SYRUP,,,BOX,5,Brand 382,11,13-01-2020,300,Tax 5%,5,Exclusive,400,4,,,
SWEEDISH BITTERS,HERBAL,,,BOX,5,Brand 383,11,14-01-2020,3200,Tax 5%,5,Exclusive,3500,6,,,
COFLIN EXPECTORANT,COUGH & CATTARH SYRUP,,,BOX,5,Brand 384,11,15-01-2020,230,Tax 5%,5,Exclusive,300,10,,,
YOYO BITTERS,HERBAL,,,BOX,5,Brand 385,11,16-01-2020,900,Tax 5%,5,Exclusive,1000,26,,,
COFLIN LINCTUS,COUGH & CATTARH SYRUP,,,BOX,5,Brand 386,11,17-01-2020,400,Tax 5%,5,Exclusive,500,77,,,
7 KEYS HERBAL MIXTURE,HERBAL,,,BOX,5,Brand 387,11,18-01-2020,700,Tax 5%,5,Exclusive,800,23,,,
NEOFYLIN SYR,COUGH & CATTARH SYRUP,,,BOX,5,Brand 388,11,19-01-2020,330,Tax 5%,5,Exclusive,400,65,,,
